"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version"
"Units extension","http://emmo.info/emmo/middle/units-extension","The module 'units-extension' defines all units in EMMO middle that are not included in the 'siumits' module.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/units-extension","2020-12-05","1.0.0-beta"
"U.S. Constitution Ontology","http://www.oegov.us/democracy/us/core/owl/us1constitution","A Level 1 ontology of the US Constitution.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/core/owl/us1constitution.n3",,,,"2009-08-19","Revision 1349"
"US Government Bodies","http://www.oegov.us/democracy/us/federal/core/owl/us1gov_bodies","A Level 1 foundation Ontology of the Organizational Structure of the US Bodies of Government.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/core/owl/us1gov-bodies.n3",,,,"2009-08-19","Revision 1355"
"US Government Bodies (DHS)","http://www.oegov.us/democracy/us/federal/agency/owl/us1dhs","A level 1 ontology of the Organizational Structure of the DHS Agency.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"https://oegov.us/democracy/us/federal/agency/owl/us1gov_dhs.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (DOC)","http://www.oegov.us/democracy/us/federal/agency/owl/us1doc","A level 1 ontology of the organizational structure of the agency DOC.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"https://oegov.us/democracy/us/federal/agency/owl/us1gov_doc.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (DOE)","http://www.oegov.us/democracy/us/federal/agency/owl/us1doe","A level 1 ontology of the organizational structure of the agency DOE.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_doe.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (DOI)","http://www.oegov.us/democracy/us/federal/agency/owl/us1doi","A level 1 ontology of the organizational structure of the agency DOI.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_doi.n3",,,,"2009-08-27","Revision 1380"
"US Government Bodies (DOJ)","http://www.oegov.us/democracy/us/federal/agency/owl/us1doj","A level 1 ontology of the organizational structure of the agency DOJ.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_doj.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (DOL)","http://www.oegov.us/democracy/us/federal/agency/owl/us1dol","A level 1 ontology of the organizational structure of the agency DOL.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_dol.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (DOS)","http://www.oegov.us/democracy/us/federal/agency/owl/us1dos","A level 1 ontology of the organizational structure of the agency DOS.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_dos.n3",,,,"2009-08-19","Revision 1347"
"US Government Bodies (DOT)","http://www.oegov.us/democracy/us/federal/agency/owl/us1dot","A level 1 ontology of the organizational structure of the agency DOT.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_dot.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (ED)","http://www.oegov.us/democracy/us/federal/agency/owl/us1ed","A level 1 ontology of the organizational structure of the agency Education Department (ED).","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_ed.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (EPA)","http://www.oegov.us/democracy/us/federal/agency/owl/us1epa","A level 1 ontology of the organizational structure of the agency EPA.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_epa.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (GSA)","http://www.oegov.us/democracy/us/federal/agency/owl/us1gsa","A level 1 ontology of the organizational structure of the agency GSA.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_gsa.n3",,,,"2009-08-19","Revision 1347"
"US Government Bodies (HHS)","http://www.oegov.us/democracy/us/federal/agency/owl/us1hhs","A level 1 ontology of the organizational structure of the agency HHS.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_hhs.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (HUD)","http://www.oegov.us/democracy/us/federal/agency/owl/us1hud","A level 1 ontology of the organizational structure of the agency HUD.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_hud.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (NASA)","http://www.oegov.us/democracy/us/federal/agency/owl/us1nasa","A level 1 ontology of the organizational structure of the agency NASA.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_nasa.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (NOAA)","http://www.oegov.us/democracy/us/federal/agency/owl/us1noaa","A level 1 ontology of the organizational structure of the agency NOAA.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_noaa.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (Treasury)","http://www.oegov.us/democracy/us/federal/agency/owl/us1treasury","A level 1 ontology of the organizational structure of the Treasury.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_treasury.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (USDA)","http://www.oegov.us/democracy/us/federal/agency/owl/us1usda","A level 1 ontology of the organizational structure of the agency USDA.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_usda.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (VA)","http://www.oegov.us/democracy/us/federal/agency/owl/us1va","A level 1 ontology of the organizational structure of the agency VA.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_va.n3",,,,"2009-08-19","Revision 1352"
"US Government Bodies (Whitehouse)","http://www.oegov.us/democracy/us/federal/agency/owl/us1wh","A level 1 ontology of the organizational structure of the Whitehouse.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/federal/agency/owl/us1gov_wh.n3",,,,"2009-08-19","Revision 1352"
"U.S. Government Ontology","http://www.oegov.us/democracy/us/core/owl/us1gov","A Level 1 ontology of the US Government.","Ralph Hodgson",,"http://www.oegov.org/core/owl/gc#CreativeCommonsAttributionShareAlike3.0_UnitedStatesLicense",,,,"http://www.oegov.us/democracy/us/core/owl/us1gov.n3",,,,"2010-02-12 ","Revision 1757"
"Vacuum Cleaner Vocabulary","http://purl.org/opdm/vacuum#","Vocabulary to describe vacuum cleaners.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/vacuum.html",,,,,"http://purl.org/opdm/vacuum#",,,
"VDI 2206 Ontology-Design-Pattern","http://www.hsu-ifa.de/ontologies/VDI2206","An ontology of a section of VDI guideline 2206 that contains a lightweight model to describe the abstract structure of machines.","Janni Kreisberg (via Git commits, might be incomplete)",,"MIT","https://github.com/hsu-aut/IndustrialStandard-ODP-VDI2206",,,,,"https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDI2206/master/VDI2206.owl",,"2023-02-22","2.0.0"
"VDI 2860 Ontology-Design-Pattern","http://www.w3id.org/hsu-aut/VDI2860","An ontology design pattern of VDI guideline 2860 which describes handling operations and the way they are made up of atomic actions.","Janni Kreisberg,Aljosha Köcher (via Git commits, might be incomplete)",,"MIT","https://github.com/hsu-aut/IndustrialStandard-ODP-VDI2860",,,,,"https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDI2860/master/VDI2860.owl",,"2023-11-17","2.0.0"
"VDI 3682 Ontology-Design-Pattern","http://www.w3id.org/hsu-aut/VDI3682","An ontology design pattern of VDI guideline 3682 which contains Formalized Process Descripion, a very lightweight way to describe processes in general.","Aljosha Köcher,Miguel Vieira da Silva,Janni Kreisberg (via Git commits, might be incomplete)",,"MIT","https://github.com/hsu-aut/IndustrialStandard-ODP-VDI3682",,,,,"https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDI3682/master/VDI3682.owl",,"2023-09-05","4.0.1"
"VDI 5100 Ontology-Design-Pattern","http://www.hsu-ifa.de/ontologies/VDI5100","An ontology design pattern of the industrial standard VDI 5100, a System Architecture for Intralogistics (SAIL).","Tom Westermann (via Git commits, might be incomplete)",,"MIT","https://github.com/hsu-aut/IndustrialStandard-ODP-VDI5100",,,,,"https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDI5100/main/VDI5100.owl",,"2023-01-06","1.0.0"
"VDI VDE NAMUR 2658","http://www.hsu-ifa.de/ontologies/VDIVDENAMUR2658","Probably an ontology about automation engineering of modular systems in the process industry (source: https://www.vdi.de/richtlinien/details/vdivdenamur-2658-blatt-1-automatisierungstechnisches-engineering-modularer-anlagen-in-der-prozessindustrie-allgemeines-konzept-und-schnittstellen).",,,,"https://github.com/hsu-aut/IndustrialStandard-ODP-VDIVDENAMUR2658",,,,,"https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDIVDENAMUR2658/main/VDIVDENAMUR2658.owl",,"2023-07-31",
"Vehicle Sales Ontology for Semantic Web-based E-Commerce","http://purl.org/vso/ns#","The Vehicle Sales Ontology is a Web vocabulary for describings cars, boats, bikes and other vehicles for e-commerce.","Martin Hepp",,"CC-BY 3.0","https://www.heppnetz.de/ontologies/vso/ns",,,,,"https://www.heppnetz.de/ontologies/vso/ns.owl",,"2010-10-02","1.0"
"Versioning Ontology","https://ontohub.org/veronto/veronto_v04-18.owl","VERONTO is an ontology to manage the information change of family product in time through versioning during its life cycle.","Sonzini Soledad,Vegetti Marcela,Leone Horacio",,"CC-BY 4.0","https://data.ontocommons.linkeddata.es/vocabulary/VersioningOntology(veronto)",,,,,"https://ontohub.org/repositories/veronto/3ba887e774a6191ef2cc39cf1e14d7a36e2e0c41/download/veronto_v04-18.owl",,"2018-05-01","1.0"
"Vicinity core model","http://iot.linkeddata.es/def/core#","This ontology represent the core terms to allow interoperability in an IoT context based on VICINITY technological solutions.","María Poveda Villalón,Raúl García Castro,Fernando Serena",,"CC-BY 4.0","http://iot.linkeddata.es/def/core/index-en.html",,,,,,"http://iot.linkeddata.es/def/core/ontology.ttl","2019-01-30","0.2.4"
"Video Camera Vocabulary","http://purl.org/opdm/videocamera#","Vocabulary to describe camcorders.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/videocamera.html",,,,,"http://purl.org/opdm/videocamera#",,,
"Video Projectors Vocabulary","http://purl.org/opdm/videoprojector#","Vocabulary to describe video projectors.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/videoprojector.html",,,,,"http://purl.org/opdm/videoprojector#",,,
"Virtual Asset Representation Ontology","https://w3id.org/var#","The VAR Ontology enables the data exchange between different agents in assembly scenarios to enable adaptive, interactive, assistive and collaborative workplaces.","zaskun Fernandez,Patricia Casla,Iker Esnaola-Gonzalez",,"CC-BY 4.0","https://fundaciontekniker.github.io/a4blue-ontology/var/index-en.html",,,,,"https://fundaciontekniker.github.io/a4blue-ontology/var/ontology/ontology.xml","https://fundaciontekniker.github.io/a4blue-ontology/var/ontology/ontology.ttl","2021-12-01","0.2"
"visualization4ExtruOnt","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/visualization4ExtruOnt","A Sensor4ExtruOnt module to represent the different types of visualizations for the sensor's data.","BDI - Interoperable Databases GroupUniversity of the Basque Country UPV/EHU",,"CC-BY 4.0","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/docs/",,,,,"http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/visualization4ExtruOnt.owl",,"2019-04-01",
"Vocabulary for BLCS stages","https://w3id.org/digitalconstruction/0.5/Stages","Vocabulary of lifecycle stages based on the frameworks of ISO 22263, RIBA, and HOAI.","Janakiram Karlapudi,Prathap Valluru",,,"https://digitalconstruction.github.io/Stages/v/0.5/",,,,,,"https://digitalconstruction.github.io/Stages/v/0.5/stages.ttl","2020-04-15","0.5"
"Vocabulary for LOD levels","https://w3id.org/digitalconstruction/0.5/Levels","Vocabulary of LOD levels based on established frameworks in EU, IT, UK and USA.","Janakiram Karlapudi,Prathap Valluru",,,"https://digitalconstruction.github.io/Levels/v/0.5/",,,,,,"https://digitalconstruction.github.io/Levels/v/0.5/levels.ttl","2020-04-15","0.5"
"Vocabulary of a Friend","http://purl.org/vocommons/voaf#","VOAF is a vocabulary specification providing elements allowing the description of vocabularies (RDFS vocabularies or OWL ontologies) used in the Linked Data Cloud, in particular it provides properties expressing the different ways such vocabularies can rely on, extend, specify, annotate or otherwise link to each other.","Bernard Vatant",,"CC-BY 3.0","https://lov.linkeddata.es/vocommons/voaf/",,,,,"https://lov.linkeddata.es/vocommons/voaf/v2.3/voaf_v2.3.rdf",,"2013-05-24","2.3"
"W3C PROV Linking Across Provenance Bundles Ontology","http://www.w3.org/ns/prov-links#","Provides linking across provenance bundles.","Provenance Working Group (http://www.w3.org/2011/prov/wiki/Main_Page)",,"W3C Document License (2023)","http://www.w3.org/TR/prov-links/",,,,,,"http://www.w3.org/ns/prov-links#","2013-04-30",
"W3C Timezone","https://www.w3.org/2006/timezone","A time zone ontology.",,,,"https://www.w3.org/TR/owl-time/",,,,,"https://www.w3.org/2006/timezone",,,
"WADL Ontology-Design-Pattern","http://www.w3id.org/hsu-aut/WADL","An ontology of WADL which is a standard to describe properties.","Aljosha Köcher,Janni Kreisberg",,"MIT","https://github.com/hsu-aut/IndustrialStandard-ODP-WADL/",,,,,"https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-WADL/master/WADL.owl",,"2023-11-17","2.0.0"
"Washer Machine Vocabulary","http://purl.org/opdm/washingmachine#","Vocabulary to describe washing machines.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/washingmachine.html",,,,,"http://purl.org/opdm/washingmachine#",,,"1.0"
"Weather Knowledge Graph (Ontology and Dataset)","http://sensormeasurement.appspot.com/ont/m3/weather#","Description of the weather domain as an ontology with a set of rules.","Amelie Gyrard",,"GPL-1.0",,,,,,"http://sensormeasurement.appspot.com/ont/m3/weather#",,,"0.6"
"WoT Digital Twin Ontology","https://w3id.org/def/digitaltwin#","Digital Twin ontology used to define Digital Twins and Semantic Digital Twins by dimensions using Web of Things.","Salvador González Gerpe",,"CC-BY 4.0","https://oeg-upm.github.io/WoT-DT-ontology/OnToology/dt-ontology.ttl/documentation/index-en.html",,,,,,"https://oeg-upm.github.io/WoT-DT-ontology/OnToology/dt-ontology.ttl/documentation/ontology.ttl","2024-02-22","0.3.0"
"Z-BRE4K semantic model","http://www.Z-bre4k.org/ontology","The Z-BRE4K semantic model in the form of ontology is designed to serve as a common reference model for annotation and description of knowledge to represent manufacturing system performance.",,,,"https://www.z-bre4k.eu/",,,,,"https://data.industryportal.enit.fr/ontologies/Z-BRE4K/submissions/1/download?apikey=019adb70-1d64-41b7-8f6e-8f7e5eb54942",,"2018-12-12","0.1"
