"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version","source title","source url"
"Dataset type","http://publications.europa.eu/resource/authority/dataset-type","Dataset type","","","","","https://archivo.dbpedia.org/info?o=http://publications.europa.eu/resource/authority/dataset-type","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpublications.europa.eu%2Fresource%2Fauthority%2Fdataset-type&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpublications.europa.eu%2Fresource%2Fauthority%2Fdataset-type&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpublications.europa.eu%2Fresource%2Fauthority%2Fdataset-type&f=ttl","2021-04-11","20230315-0","DBpedia Archivo","https://archivo.dbpedia.org/list"
"Datatype Ontology","http://www.linkedmodel.org/schema/dtype","The ontology dtype provides a specification of simple data types such as enumerations. These are needed in support of the conversion of XML Schemas and UML Models to OWL. Codelists are also defined in dtype .","https://www.linkedin.com/in/ralphhodgson","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/dtype/versions/2014-06-28.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Datatype Ontology","http://www.linkedmodel.org/1.0/schema/dtype","","","","","","https://archivo.dbpedia.org/info?o=http://www.linkedmodel.org/1.0/schema/dtype","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.linkedmodel.org%2F1.0%2Fschema%2Fdtype&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.linkedmodel.org%2F1.0%2Fschema%2Fdtype&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.linkedmodel.org%2F1.0%2Fschema%2Fdtype&f=ttl","2021-02-01","Created with TopBraid Composer","DBpedia Archivo","https://archivo.dbpedia.org/list"
"Days of the Week Ontology","http://ontologi.es/days#","An ontologies to describe dates (instants or intervals) on specific timeline instances.","","","","http://buzzword.org.uk/2009/vocamp-bristol/days-example.ttl","https://archivo.dbpedia.org/info?o=http://ontologi.es/days#","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontologi.es%2Fdays%23&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontologi.es%2Fdays%23&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontologi.es%2Fdays%23&f=ttl","","0.2","DBpedia Archivo","https://archivo.dbpedia.org/list"
"De Centraal Bureau voor de Statistiek (CBS) ontologie","http://betalinkeddata.cbs.nl/def/cbs","De CBS ontologie","file:///govi/scripts/var/dataplatform@kadaster.nl","mailto:erwin.folmer@kadaster.nl","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/cbs/versions/2018-05-02.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Debt Ontology","https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/","","","","","","https://archivo.dbpedia.org/info?o=https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFBC%2FDebtAndEquities%2FDebt%2F&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFBC%2FDebtAndEquities%2FDebt%2F&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFBC%2FDebtAndEquities%2FDebt%2F&f=ttl","2021-04-04","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"Decimalised Database of Concepts","http://purl.org/NET/decimalised#d","The decimalised database of concepts is a collection of topics suitable for use in linked data. It is inspired by the Dewey Decimal Classification, but no guarantees are made about the closeness of its resemblance as a whole. SKOS mapping links are provided from this database to the Dewey system, to Library of Congree Classification codes and to DBPedia resources where possible.","http://tobyinkster.co.uk/#i","","","http://purl.org/NET/decimalised","https://archivo.dbpedia.org/info?o=http://purl.org/NET/decimalised#d","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2FNET%2Fdecimalised%23d&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2FNET%2Fdecimalised%23d&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2FNET%2Fdecimalised%23d&f=ttl","","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"Decision Provenance ontology (DecPROV)","http://promsns.org/def/decprov","This ontology is a reduced-in-scope version of the [W3C Decisions and Decision-Making Incubator Group](https://www. w3.org/2005/Incubator/decision/) s Decision Ontology (DO) which can be found at . It has been re-worked to align entirely with the W3C s [PROV ontology](https://www. w3.org/TR/prov-o/) since it is widely recognised that analysing the elements of decisions *post hoc* is an exercise in provenance. Unlike the original DO, this ontology cannot be used for *normative* scenarios: it is only capable of recording decisions that have already been made (so-called *data-driven* use in the DO). This is because PROV, to which this ontology is completely mapped, does not have a templating system which can indicate what *should* occur in future scenarios. This ontology introduces only one new element for decision modelling over that which was present in the DO: an Agent which allows agency in decision making to be recorded. This ontology is for modelling decisions and thus the causes for actions or the use or generation of things. It allows for a better understanding of *why* something might have taken place, have been used or produced than the more generic [PROV ontology](https://www. w3.org/TR/prov-o/), on which it is mainly based, does. The specialised decision modelling elements of this ontology have been derived from the [W3C Decisions and Decision-Making Incubator Group](https://www. w3.org/2005/Incubator/decision/) s Decision Ontology (DO) which can be found at . Many DO classes have been aligned with the PROV-O since it is widely recognised that analysing the elements of decisions *post hoc* is an exercise in provenance. Unlike the original DO, this ontology cannot be used for *normative* scenarios: it is only capable of recording decisions that have already been made (so-called *data-driven* use in the DO). This is because PROV does not have a templating system which can indicate what *should* occur in future scenarios. This ontology introduces only one new element for decision modelling over that which was present in the DO: an Agent which allows agency in decision making to be recorded.","Nicholas Car,http://orcid.org/0000-0002-8742-7730","","","The GitHub repository containing addition documentation: http://github.com/nicholascar/decprov-ont/","","","https://lov.linkeddata.es/dataset/lov/vocabs/dprov/versions/2017-09-01.n3","","","","","1.1","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Decision ontology","https://decision-ontology.googlecode.com/svn/trunk/decision.owl","Decision-making is a process that can result in some decision and decision is a situation of indicating one of the considered options. Decision Ontology provides means for precise distinguishing and distinct treatment of these two aspects.","","","","http://code.google.com/p/decision-ontology/","","","https://lov.linkeddata.es/dataset/lov/vocabs/decision/versions/2012-04-18.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"DefectOnt","http://www.semanticweb.org/andrea/ontologies/2022/8/DefectOnt","","","","","","","","","","https://raw.githubusercontent.com/AndreaMazzullo/DefectOnt/master/DefectOnt.owl","","","","Manually maintained","https://github.com/k00ni/govi/blob/master/manually-maintained-metadata-about-ontologies.csv"
"Dem@Care Lab Ontology for Dementia Assessment","http://www.demcare.eu/ontologies/demlab.owl","The ontology has been developed in the framework of the Dem@Care project for representing the experimentation protocol towards diagnostic support and assessment of Dementia in a controlled environment. The aim of the protocol is to provide a brief overview of their health status of the participants during consultation (cognition, behaviours and function), and to correlate the system (sensor) data with the data collected using typical dementia care assessment tools. The ontology describes the basic Steps of the experimentation protocol (Directed Activities, Semi-directed Activities and Free Discussion with the Clinician), the Tasks that are involved, as well as the measurement types relevant to each Task. The defined protocol can be reused and further extended, adding new steps, tasks and measured data. Documentation regarding the ontology vocabulary can be found at http://www. demcare. eu/ontologies/demlab. html","http://www.iti.gr/iti/people/Georgios_Meditskos.html#gmeditsk,http://www.iti.gr/iti/people/Ioannis_Kompatsiaris.html#ikom","","","http://www.demcare.eu/,http://www.demcare.eu/downloads/D8.1ExperimentationProtocols.pdf","","","https://lov.linkeddata.es/dataset/lov/vocabs/demlab/versions/2014-09-02.n3","","","","","1.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Dementia-Related Agitation Non-Pharmacological Treatment Ontology","http://www.semanticweb.org/zhenyuzhang/ontologies/2019/8/nonpharmacological-intervention-for-agitation-in-dementia-ontology","","Zhenyu Zhang,Zhenyu Zhang","","","","http://bioportal.bioontology.org/ontologies/DRANPTO","","","","https://data.bioontology.org/ontologies/DRANPTO/download?download_format=rdf","","2020-06-06","","BioPortal","https://data.bioontology.org/documentation"
"Dementia-Related Emotional And Mood Disturbance Non-Pharmacological Treatment Ontology","http://www.semanticweb.org/zhenyuzhang/ontologies/2021/DREAMDNPTO","This ontology represents the domain knowledge specific to non-pharmacological treatment of emotional and mood disturbances (including depression, apathy, anxiety, and euphoria in dementia) in people with dementia living in the long-term care setting. This ontology represents the domain knowledge specific to non-pharmacological treatment of emotional and mood disturbances (including depression, apathy, anxiety, and euphoria in dementia) in people with dementia living in the long-term care setting.","Zhenyu Zhang,Zhenyu Zhang","","","","http://bioportal.bioontology.org/ontologies/DREAMDNPTO","","","","https://data.bioontology.org/ontologies/DREAMDNPTO/download?download_format=rdf","","2022-06-12","v1.0","BioPortal","https://data.bioontology.org/documentation"
"Dementia-Related Psychotic Symptoms Non-Pharmacological Treatment Ontology","http://www.semanticweb.org/zhenyuzhang/ontologies/2020/DRPSNPTO","The DRPSNPTO ontology represents the domain knowledge specific to non-pharmacological treatment of psychotic symptoms in dementia in the long-term care setting. The DRPSNPTO ontology represents the domain knowledge specific to non-pharmacological treatment of psychotic symptoms in dementia in the long-term care setting.","Zhenyu Zhang,Zhenyu Zhang","","","","http://bioportal.bioontology.org/ontologies/DRPSNPTO","","","","https://data.bioontology.org/ontologies/DRPSNPTO/download?download_format=rdf","","2021-03-08","v1.0","BioPortal","https://data.bioontology.org/documentation"
"Dengue Fever Ontology","http://purl.bioontology.org/ontology/IDODEN","The Dengue Fever Ontology (IDODEN) is an extension of the Infectious Disease Ontology (IDO) for dengue fever. The Dengue Fever Ontology (IDODEN) is an extension of the Infectious Disease Ontology (IDO) for dengue fever.","","","","","http://bioportal.bioontology.org/ontologies/IDODEN","","","","https://data.bioontology.org/ontologies/IDODEN/download?download_format=rdf","","2013-07-12","","BioPortal","https://data.bioontology.org/documentation"
"Denotative Description Ontology (ArCo network)","https://w3id.org/arco/ontology/denotative-description","The Denotative Description module encodes the characteristics of a cultural property, as detectable and/or detected during the cataloguing process and measurable according to a reference system. Examples include measurements e. g. length, constituting materials e. g. clay, employed techniques e. g. melting, conservation status e. g. good, decent, bad. The Denotative Description module encodes the characteristics of a cultural property, as detectable and/or detected during the cataloguing process and measurable according to a reference system. Examples include measurements e. g. length, constituting materials e. g. clay, employed techniques e. g. melting, conservation status e. g. good, decent, bad. In this module are used as template the following Ontology Design Patterns:- http://www. ontologydesignpatterns. org/cp/owl/collectionentity. owl- http://www. ontologydesignpatterns. org/cp/owl/classification. owl- http://www. ontologydesignpatterns. org/cp/owl/descriptionandsituation. owl- http://www. ontologydesignpatterns. org/cp/owl/situation. owl","https://www.linkedin.com/in/chiaraveninata,http://data.semanticweb.org/person/aldo-gangemi,https://dblp.org/pid/184/6713,https://www.linkedin.com/in/valentina-carriero-dh/,http://data.semanticweb.org/person/valentina-presutti,http://stlab.istc.cnr.it/stlab/staff/andrea-nuzzolese,http://stlab.istc.cnr.it/stlab/staff/ludovica-marinucci/","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/ddesc/versions/2019-10-23.n3","","","","","Version 1.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Dependency Layered Ontology for Radiation Oncology","http://www.semanticweb.org/alan/ontologies/2013/8/untitled-ontology-9","","","","","","http://bioportal.bioontology.org/ontologies/DLORO","","","","https://data.bioontology.org/ontologies/DLORO/download?download_format=rdf","","2019-10-16","","BioPortal","https://data.bioontology.org/documentation"
"Description Banking Archives Ontology","https://w3id.org/dba/ontology/","The ontology, presented here in a beta version, is based on the analysis of the documentation and descriptive requirements of the Intesa Sanpaolo Historical Archive and is intended to describe the content of historical banking documents and of some of the activities carried out by the bank, particularly in relation to third parties (loans, charity donations, seizures and confiscations, etc.), which involve the initiation of processes or the production of documents. The focal point of the descriptive model is the bank - an entity that initiates different types of processes, whose common feature is that they are structured into various stages/events - and the relationship between the documentation produced and the information it contains. In fact, this ontology is based on information collected from archived documents which describe various processes and activities carried out by banking institutions: the starting point for its construction were the inventories and databases of documentation stored in the Historical Archive which was produced by the various banks that over time were merged into Intesa Sanpaolo. The ontology was created to provide a sufficiently abstract representation and model for describing the processes of various banking activities from which the documentation was produced - from a company s request for financing and its outcome, to the preparation of seizure, confiscation and asset restitution filings, to charitable contributions, just to mention a few examples - reusing models that were already well established and widely used. The structure of the proposed ontology is in fact intended to adapt to the various activities, described in the archive files that a banking institution performs in relation to third parties. The proposed ontology is therefore not an ontology on banking activity in general, but on the relationship between this activity and the documents that are produced. Moreover, its objective is not to describe the documents in the strict sense of the term, for which reference is made to OAD ontology. The purpose of this project is to lay the initial, and fundamental, building blocks for describing the complexity, variety, and breadth of the domain of archiving bank records and the data they contain. Despite having data from different banks relating to different activities and having already made arrangements for the integration of third-party datasets and ontologies, before completing the project we will have to wait for the processing of representations based on other types of documents and banking institutions, including non-Italian ones.","https://orcid.org/0000-0002-2101-882X,https://orcid.org/0000-0003-1637-8270,https://orcid.org/0000-0003-2274-2710","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/dba/versions/2022-01-05.n3","","","","","0.1","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
